ID,AreaSet,AuctionName,AuctionDateTime,SourceData,EURGBPRate,DeliveryPeriod,IntervalDuration,EURPrices,GBPPrices
10010,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 00:00,60,51.24,43.66053155
10011,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 01:00,60,48.55,41.36843885
10012,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 02:00,60,36.909,31.44938639
10013,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 03:00,60,32.77,27.92263112
10014,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 04:00,60,31.69,27.00238573
10015,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 05:00,60,31.63,26.95126098
10016,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 06:00,60,31.545,26.87883426
10017,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 07:00,60,32.362,27.57498286
10018,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 08:00,60,33.616,28.64349002
10019,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 09:00,60,39.184,33.38786628
10020,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 10:00,60,45.675,38.91871152
10021,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 11:00,60,52.6,44.81935908
10022,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 12:00,60,49,41.75187443
10023,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 13:00,60,48.079,40.96710961
10024,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 14:00,60,47.706,40.64928411
10025,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 15:00,60,43.21,36.81833661
10026,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 16:00,60,53.95,45.96966583
10027,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 17:00,60,58.09,49.49727318
10028,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 18:00,60,46.17,39.34049066
10029,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 19:00,60,35.27,30.0528288
10030,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 20:00,60,32.77,27.92263112
10031,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 21:00,60,27.08,23.07430122
10032,SEM-DA,PWR-MRC-D+1,31/12/2019 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv,0.85207907,01/01/2020 22:00,60,14,11.92910698
10033,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,01/01/2020 23:00,60,9.6,8.135593248
10034,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 00:00,60,-1,-0.84745763
10035,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 01:00,60,-4.39,-3.720338996
10036,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 02:00,60,-4.48,-3.796610182
10037,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 03:00,60,-4.48,-3.796610182
10038,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 04:00,60,-5.2,-4.406779676
10039,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 05:00,60,-5,-4.23728815
10040,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 06:00,60,-4.39,-3.720338996
10041,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 07:00,60,15,12.71186445
10042,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 08:00,60,30,25.4237289
10043,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 09:00,60,42.428,35.95593233
10044,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 10:00,60,44,37.28813572
10045,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 11:00,60,35,29.66101705
10046,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 12:00,60,34.13,28.92372891
10047,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 13:00,60,34,28.81355942
10048,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 14:00,60,34,28.81355942
10049,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 15:00,60,39,33.05084757
10050,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 16:00,60,47.271,40.06016963
10051,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 17:00,60,56.821,48.15338999
10052,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 18:00,60,49.517,41.96355946
10053,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 19:00,60,46.928,39.76949166
10054,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 20:00,60,39.614,33.57118655
10055,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 21:00,60,34.621,29.33983061
10056,SEM-DA,PWR-MRC-D+1,01/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv,0.84745763,02/01/2020 22:00,60,33.406,28.31016959
10057,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,02/01/2020 23:00,60,30.52,25.87756496
10058,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 00:00,60,28.633,24.27759887
10059,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 01:00,60,27.033,22.92097685
10060,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 02:00,60,26.172,22.19094463
10061,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 03:00,60,23.651,20.05341706
10062,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 04:00,60,26.75,22.68102433
10063,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 05:00,60,30.52,25.87756496
10064,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 06:00,60,43.166,36.59996621
10065,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 07:00,60,43.74,37.08665436
10066,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 08:00,60,48.312,40.96320177
10067,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 09:00,60,53.203,45.1102257
10068,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 10:00,60,53.18,45.09072426
10069,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 11:00,60,48.57,41.18195707
10070,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 12:00,60,42.938,36.40664758
10071,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 13:00,60,42.225,35.80210289
10072,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 14:00,60,40.541,34.37425822
10073,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 15:00,60,41.084,34.83466182
10074,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 16:00,60,50.098,42.4775311
10075,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 17:00,60,58.284,49.41834849
10076,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 18:00,60,48.57,41.18195707
10077,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 19:00,60,46.961,39.81770406
10078,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 20:00,60,42.68,36.18789228
10079,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 21:00,60,41.07,34.82279137
10080,SEM-DA,PWR-MRC-D+1,02/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200102110000_20200102113347.csv,0.84788876,03/01/2020 22:00,60,37.809,32.05782613
10081,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,03/01/2020 23:00,60,34.831,29.69394718
10082,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 00:00,60,30,25.5754476
10083,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 01:00,60,28.069,23.92924129
10084,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 02:00,60,26.75,22.80477411
10085,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 03:00,60,25.032,21.34015348
10086,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 04:00,60,24.682,21.04177326
10087,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 05:00,60,24.598,20.970162
10088,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 06:00,60,26.75,22.80477411
10089,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 07:00,60,29.694,25.31457803
10090,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 08:00,60,35.779,30.50213132
10091,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 09:00,60,40,34.1005968
10092,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 10:00,60,43.362,36.96675196
10093,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 11:00,60,43.99,37.50213133
10094,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 12:00,60,43.99,37.50213133
10095,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 13:00,60,46.17,39.36061386
10096,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 14:00,60,45,38.3631714
10097,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 15:00,60,38.96,33.21398128
10098,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 16:00,60,55.749,47.52685428
10099,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 17:00,60,70.88,60.42625753
10100,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 18:00,60,60.758,51.79710151
10101,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 19:00,60,48.8,41.6027281
10102,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 20:00,60,41,34.95311172
10103,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 21:00,60,39.066,33.30434786
10104,SEM-DA,PWR-MRC-D+1,03/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200103110000_20200103113235.csv,0.85251492,04/01/2020 22:00,60,37.293,31.79283891
10105,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,04/01/2020 23:00,60,46.69,39.92987256
10106,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 00:00,60,31.719,27.12648592
10107,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 01:00,60,30.513,26.09509962
10108,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 02:00,60,28,23.94595056
10109,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 03:00,60,28,23.94595056
10110,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 04:00,60,27.28,23.33019755
10111,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 05:00,60,26.35,22.5348499
10112,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 06:00,60,25.8,22.06448302
10113,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 07:00,60,25.36,21.68818951
10114,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 08:00,60,26.94,23.03942529
10115,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 09:00,60,36.727,31.40939022
10116,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 10:00,60,43.468,37.17437782
10117,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 11:00,60,37.489,32.06106216
10118,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 12:00,60,37.896,32.40913366
10119,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 13:00,60,42.354,36.22167107
10120,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 14:00,60,43.468,37.17437782
10121,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 15:00,60,39.888,34.112717
10122,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 16:00,60,53.5,45.75386982
10123,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 17:00,60,66.37,56.76045495
10124,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 18:00,60,52.213,44.65321131
10125,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 19:00,60,45.117,38.58462326
10126,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 20:00,60,37.239,31.84725903
10127,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 21:00,60,28,23.94595056
10128,SEM-DA,PWR-MRC-D+1,04/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200104110000_20200104113352.csv,0.85521252,05/01/2020 22:00,60,17,14.53861284
10129,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,05/01/2020 23:00,60,-1,-0.85521252
10130,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,06/01/2020 00:00,60,-4.01,-3.429402205
10131,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,06/01/2020 01:00,60,-4.2,-3.591892584
10132,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,06/01/2020 02:00,60,-4.01,-3.429402205
10133,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,06/01/2020 03:00,60,-4.14,-3.540579833
10134,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,06/01/2020 04:00,60,-4.17,-3.566236208
10135,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,06/01/2020 05:00,60,-4.01,-3.429402205
10136,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,06/01/2020 06:00,60,-0.1,-0.085521252
10137,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,06/01/2020 07:00,60,28,23.94595056
10138,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,06/01/2020 08:00,60,43.87,37.51817325
10139,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,06/01/2020 09:00,60,39,33.35328828
10140,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,06/01/2020 10:00,60,41.435,35.43573077
10141,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,06/01/2020 11:00,60,41.28,35.30317283
10142,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,06/01/2020 12:00,60,40.491,34.62841015
10143,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,06/01/2020 13:00,60,41.32,35.33738133
10144,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,06/01/2020 14:00,60,42.668,36.4902078
10145,SEM-DA,PWR-MRC-D+1,05/01/2020 11:00,MarketResult_SEM-DA_PWR-MRC-D+1_20200105110000_20200105113227.csv,0.85521252,06/01/2020 15:00,60,45.33,38.76678353
