StartTime,EndTime,ImbalanceVolume,ImbalancePrice,ImbalanceCost
"2018-10-30 23:00:00","2018-10-30 23:30:00",28.997,62.19,NULL
"2018-10-30 23:30:00","2018-10-31 00:00:00",20.665,49.86,NULL
"2018-10-31 00:00:00","2018-10-31 00:30:00",19.375,51.94,NULL
"2018-10-31 00:30:00","2018-10-31 01:00:00",22.803,55.57,NULL
"2018-10-31 01:00:00","2018-10-31 01:30:00",15.89,49.24,NULL
"2018-10-31 01:30:00","2018-10-31 02:00:00",18.153,60.38,NULL
"2018-10-31 02:00:00","2018-10-31 02:30:00",18.048,61.85,NULL
"2018-10-31 02:30:00","2018-10-31 03:00:00",17.917,61.52,NULL
"2018-10-31 03:00:00","2018-10-31 03:30:00",19.031,64.28,NULL
"2018-10-31 03:30:00","2018-10-31 04:00:00",19.368,61.34,NULL
"2018-10-31 04:00:00","2018-10-31 04:30:00",15.11,57.82,NULL
"2018-10-31 04:30:00","2018-10-31 05:00:00",12.893,55.57,NULL
"2018-10-31 05:00:00","2018-10-31 05:30:00",5.743,72.08,NULL
"2018-10-31 05:30:00","2018-10-31 06:00:00",22.377,72.55,NULL
"2018-10-31 06:00:00","2018-10-31 06:30:00",18.501,81.09,NULL
"2018-10-31 06:30:00","2018-10-31 07:00:00",18.299,80.97,NULL
"2018-10-31 07:00:00","2018-10-31 07:30:00",14.897,44.58,NULL
"2018-10-31 07:30:00","2018-10-31 08:00:00",14.087,44.11,NULL
"2018-10-31 08:00:00","2018-10-31 08:30:00",14.417,44.15,NULL
"2018-10-31 08:30:00","2018-10-31 09:00:00",10.144,43.56,NULL
"2018-10-31 09:00:00","2018-10-31 09:30:00",16.462,47.36,NULL
"2018-10-31 09:30:00","2018-10-31 10:00:00",27.381,64.15,NULL
"2018-10-31 10:00:00","2018-10-31 10:30:00",28.311,57.71,NULL
"2018-10-31 10:30:00","2018-10-31 11:00:00",31.366,80.58,NULL
"2018-10-31 11:00:00","2018-10-31 11:30:00",34.725,78.5,NULL
"2018-10-31 11:30:00","2018-10-31 12:00:00",33.317,72.69,NULL
"2018-10-31 12:00:00","2018-10-31 12:30:00",37.175,87.16,NULL
"2018-10-31 12:30:00","2018-10-31 13:00:00",39.618,90.39,NULL
"2018-10-31 13:00:00","2018-10-31 13:30:00",36.524,77.77,NULL
"2018-10-31 13:30:00","2018-10-31 14:00:00",35.659,75.89,NULL
"2018-10-31 14:00:00","2018-10-31 14:30:00",32.119,69.3,NULL
"2018-10-31 14:30:00","2018-10-31 15:00:00",33.257,71.68,NULL
"2018-10-31 15:00:00","2018-10-31 15:30:00",33.587,64.19,NULL
"2018-10-31 15:30:00","2018-10-31 16:00:00",34.646,76.68,NULL
"2018-10-31 16:00:00","2018-10-31 16:30:00",32.071,61.38,NULL
"2018-10-31 16:30:00","2018-10-31 17:00:00",38.45,80.78,NULL
"2018-10-31 17:00:00","2018-10-31 17:30:00",55.885,103.62,NULL
"2018-10-31 17:30:00","2018-10-31 18:00:00",66.053,355.04,NULL
"2018-10-31 18:00:00","2018-10-31 18:30:00",51.168,176.46,NULL
"2018-10-31 18:30:00","2018-10-31 19:00:00",39.227,58.64,NULL
"2018-10-31 19:00:00","2018-10-31 19:30:00",32.346,59.95,NULL
"2018-10-31 19:30:00","2018-10-31 20:00:00",20.836,51.29,NULL
"2018-10-31 20:00:00","2018-10-31 20:30:00",10,41.27,NULL
"2018-10-31 20:30:00","2018-10-31 21:00:00",4.096,39.97,NULL
"2018-10-31 21:00:00","2018-10-31 21:30:00",12.7,43.44,NULL
"2018-10-31 21:30:00","2018-10-31 22:00:00",7.179,39.71,NULL
"2018-10-31 22:00:00","2018-10-31 22:30:00",7.966,58.72,NULL
"2018-10-31 22:30:00","2018-10-31 23:00:00",14.092,51.45,NULL
"2018-10-31 23:00:00","2018-10-31 23:30:00",30.233,81.59,NULL
"2018-10-31 23:30:00","2018-11-01 00:00:00",39.244,94.23,NULL
"2018-11-01 00:00:00","2018-11-01 00:30:00",29.443,84.8,NULL
"2018-11-01 00:30:00","2018-11-01 01:00:00",28.447,78.42,NULL
"2018-11-01 01:00:00","2018-11-01 01:30:00",30.939,86.96,NULL
"2018-11-01 01:30:00","2018-11-01 02:00:00",33.688,89.3,NULL
"2018-11-01 02:00:00","2018-11-01 02:30:00",30.87,87.7,NULL
"2018-11-01 02:30:00","2018-11-01 03:00:00",30.873,87.61,NULL
"2018-11-01 03:00:00","2018-11-01 03:30:00",25.95,86.75,NULL
"2018-11-01 03:30:00","2018-11-01 04:00:00",25.006,86.55,NULL
"2018-11-01 04:00:00","2018-11-01 04:30:00",20.697,80.44,NULL
"2018-11-01 04:30:00","2018-11-01 05:00:00",14.87,58.41,NULL
"2018-11-01 05:00:00","2018-11-01 05:30:00",5.034,44.65,NULL
"2018-11-01 05:30:00","2018-11-01 06:00:00",13.289,51.31,NULL
"2018-11-01 06:00:00","2018-11-01 06:30:00",14.176,60.66,NULL
"2018-11-01 06:30:00","2018-11-01 07:00:00",18.853,50.28,NULL
"2018-11-01 07:00:00","2018-11-01 07:30:00",12.073,35.88,NULL
"2018-11-01 07:30:00","2018-11-01 08:00:00",9.378,42.36,NULL
"2018-11-01 08:00:00","2018-11-01 08:30:00",-8.639,44.91,NULL
"2018-11-01 08:30:00","2018-11-01 09:00:00",0.972,46.16,NULL
"2018-11-01 09:00:00","2018-11-01 09:30:00",20.926,62.04,NULL
"2018-11-01 09:30:00","2018-11-01 10:00:00",29.69,59.29,NULL
"2018-11-01 10:00:00","2018-11-01 10:30:00",29.232,56.43,NULL
"2018-11-01 10:30:00","2018-11-01 11:00:00",22.444,52.72,NULL
"2018-11-01 11:00:00","2018-11-01 11:30:00",22.297,56.46,NULL
"2018-11-01 11:30:00","2018-11-01 12:00:00",21.278,51.7,NULL
"2018-11-01 12:00:00","2018-11-01 12:30:00",7.191,44,NULL
"2018-11-01 12:30:00","2018-11-01 13:00:00",-0.343,45.26,NULL
"2018-11-01 13:00:00","2018-11-01 13:30:00",8.858,48.15,NULL
"2018-11-01 13:30:00","2018-11-01 14:00:00",8.656,51.1,NULL
"2018-11-01 14:00:00","2018-11-01 14:30:00",8.082,41.72,NULL
"2018-11-01 14:30:00","2018-11-01 15:00:00",8.679,41.6,NULL
"2018-11-01 15:00:00","2018-11-01 15:30:00",8.487,40.6,NULL
"2018-11-01 15:30:00","2018-11-01 16:00:00",NULL,72.12,NULL
"2018-11-01 16:00:00","2018-11-01 16:30:00",5.262,42.73,NULL
"2018-11-01 16:30:00","2018-11-01 17:00:00",17.675,51.14,NULL
"2018-11-01 17:00:00","2018-11-01 17:30:00",36.259,79.78,NULL
"2018-11-01 17:30:00","2018-11-01 18:00:00",58.459,191.12,NULL
"2018-11-01 18:00:00","2018-11-01 18:30:00",47.527,238.5,NULL
"2018-11-01 18:30:00","2018-11-01 19:00:00",40.672,154.22,NULL
"2018-11-01 19:00:00","2018-11-01 19:30:00",38.789,82.69,NULL
"2018-11-01 19:30:00","2018-11-01 20:00:00",31.384,56.02,NULL
"2018-11-01 20:00:00","2018-11-01 20:30:00",27.158,59.56,NULL
"2018-11-01 20:30:00","2018-11-01 21:00:00",17.254,43.99,NULL
"2018-11-01 21:00:00","2018-11-01 21:30:00",15.359,55.92,NULL
"2018-11-01 21:30:00","2018-11-01 22:00:00",7.482,60.09,NULL
"2018-11-01 22:00:00","2018-11-01 22:30:00",15.01,88.2,NULL
"2018-11-01 22:30:00","2018-11-01 23:00:00",11.154,71.94,NULL
"2018-11-01 23:00:00","2018-11-01 23:30:00",14.037,91.34,NULL
"2018-11-01 23:30:00","2018-11-02 00:00:00",14.056,54,NULL
"2018-11-02 00:00:00","2018-11-02 00:30:00",9.491,71.39,NULL
"2018-11-02 00:30:00","2018-11-02 01:00:00",16.934,92.56,NULL
"2018-11-02 01:00:00","2018-11-02 01:30:00",12.044,49.07,NULL
"2018-11-02 01:30:00","2018-11-02 02:00:00",5.668,45.72,NULL
"2018-11-02 02:00:00","2018-11-02 02:30:00",5.878,53.38,NULL
"2018-11-02 02:30:00","2018-11-02 03:00:00",4.711,50.33,NULL
"2018-11-02 03:00:00","2018-11-02 03:30:00",6.47,50.38,NULL
"2018-11-02 03:30:00","2018-11-02 04:00:00",5.554,39.93,NULL
"2018-11-02 04:00:00","2018-11-02 04:30:00",13.478,65.39,NULL
"2018-11-02 04:30:00","2018-11-02 05:00:00",20.645,72.97,NULL
"2018-11-02 05:00:00","2018-11-02 05:30:00",15.048,191.99,NULL
"2018-11-02 05:30:00","2018-11-02 06:00:00",38.214,139.63,NULL
"2018-11-02 06:00:00","2018-11-02 06:30:00",27.342,112.41,NULL
"2018-11-02 06:30:00","2018-11-02 07:00:00",29.285,92.54,NULL
"2018-11-02 07:00:00","2018-11-02 07:30:00",21.27,58.18,NULL
"2018-11-02 07:30:00","2018-11-02 08:00:00",20.405,62.09,NULL
"2018-11-02 08:00:00","2018-11-02 08:30:00",12.873,47.74,NULL
"2018-11-02 08:30:00","2018-11-02 09:00:00",13.222,49.65,NULL
"2018-11-02 09:00:00","2018-11-02 09:30:00",23.313,50.78,NULL
"2018-11-02 09:30:00","2018-11-02 10:00:00",24.086,55.19,NULL
"2018-11-02 10:00:00","2018-11-02 10:30:00",18.498,48.75,NULL
"2018-11-02 10:30:00","2018-11-02 11:00:00",18.449,48.73,NULL
"2018-11-02 11:00:00","2018-11-02 11:30:00",10.648,38.96,NULL
"2018-11-02 11:30:00","2018-11-02 12:00:00",10.728,41.75,NULL
"2018-11-02 12:00:00","2018-11-02 12:30:00",14.231,59.23,NULL
"2018-11-02 12:30:00","2018-11-02 13:00:00",10.704,65.37,NULL
"2018-11-02 13:00:00","2018-11-02 13:30:00",8.393,47.87,NULL
"2018-11-02 13:30:00","2018-11-02 14:00:00",-6.617,44.3,NULL
"2018-11-02 14:00:00","2018-11-02 14:30:00",-18.634,40.54,NULL
"2018-11-02 14:30:00","2018-11-02 15:00:00",-19.937,43.3,NULL
"2018-11-02 15:00:00","2018-11-02 15:30:00",-12.483,44.65,NULL
"2018-11-02 15:30:00","2018-11-02 16:00:00",-6.244,106.41,NULL
"2018-11-02 16:00:00","2018-11-02 16:30:00",-17.788,72.04,NULL
"2018-11-02 16:30:00","2018-11-02 17:00:00",-18.972,38.42,NULL
"2018-11-02 17:00:00","2018-11-02 17:30:00",-18.353,27.99,NULL
"2018-11-02 17:30:00","2018-11-02 18:00:00",-18.19,24.71,NULL
"2018-11-02 18:00:00","2018-11-02 18:30:00",-13.863,12.68,NULL
"2018-11-02 18:30:00","2018-11-02 19:00:00",-25.64,23.45,NULL
"2018-11-02 19:00:00","2018-11-02 19:30:00",-21.934,27.51,NULL
"2018-11-02 19:30:00","2018-11-02 20:00:00",-18.467,35.22,NULL
"2018-11-02 20:00:00","2018-11-02 20:30:00",-4.143,12.92,NULL
"2018-11-02 20:30:00","2018-11-02 21:00:00",8.207,95.05,NULL
"2018-11-02 21:00:00","2018-11-02 21:30:00",12.293,86.17,NULL
"2018-11-02 21:30:00","2018-11-02 22:00:00",1.931,39.01,NULL
"2018-11-02 22:00:00","2018-11-02 22:30:00",-2.738,39.98,NULL
"2018-11-02 22:30:00","2018-11-02 23:00:00",-6.958,46.57,NULL
"2018-11-02 23:00:00","2018-11-02 23:30:00",15.009,82.14,NULL
"2018-11-02 23:30:00","2018-11-03 00:00:00",12.466,73.12,NULL
"2018-11-03 00:00:00","2018-11-03 00:30:00",4.142,56.22,NULL
"2018-11-03 00:30:00","2018-11-03 01:00:00",-6.347,31.1,NULL
"2018-11-03 01:00:00","2018-11-03 01:30:00",-6.135,41.54,NULL
"2018-11-03 01:30:00","2018-11-03 02:00:00",-19.141,-1.66,NULL
"2018-11-03 02:00:00","2018-11-03 02:30:00",-31.116,43.61,NULL
"2018-11-03 02:30:00","2018-11-03 03:00:00",-34.273,32.4,NULL
"2018-11-03 03:00:00","2018-11-03 03:30:00",-31.322,43.6,NULL
"2018-11-03 03:30:00","2018-11-03 04:00:00",-31.94,27.66,NULL
"2018-11-03 04:00:00","2018-11-03 04:30:00",-34.899,20.1,NULL
"2018-11-03 04:30:00","2018-11-03 05:00:00",-31.135,19.86,NULL
"2018-11-03 05:00:00","2018-11-03 05:30:00",-33.408,19.54,NULL
"2018-11-03 05:30:00","2018-11-03 06:00:00",-32.084,18.74,NULL
"2018-11-03 06:00:00","2018-11-03 06:30:00",-39.38,19.48,NULL
"2018-11-03 06:30:00","2018-11-03 07:00:00",-39.855,19.26,NULL
"2018-11-03 07:00:00","2018-11-03 07:30:00",-39.848,11.67,NULL
"2018-11-03 07:30:00","2018-11-03 08:00:00",-25.969,21.87,NULL
"2018-11-03 08:00:00","2018-11-03 08:30:00",-18.402,-16.88,NULL
"2018-11-03 08:30:00","2018-11-03 09:00:00",-12.45,-9.37,NULL
"2018-11-03 09:00:00","2018-11-03 09:30:00",-1.579,50.25,NULL
"2018-11-03 09:30:00","2018-11-03 10:00:00",8.062,112.11,NULL
"2018-11-03 10:00:00","2018-11-03 10:30:00",3.135,15.89,NULL
"2018-11-03 10:30:00","2018-11-03 11:00:00",15.314,97.94,NULL
"2018-11-03 11:00:00","2018-11-03 11:30:00",3.601,150.01,NULL
"2018-11-03 11:30:00","2018-11-03 12:00:00",6.737,68.22,NULL
"2018-11-03 12:00:00","2018-11-03 12:30:00",3.392,145.14,NULL
"2018-11-03 12:30:00","2018-11-03 13:00:00",-5.635,13.23,NULL
"2018-11-03 13:00:00","2018-11-03 13:30:00",7.305,92.19,NULL
"2018-11-03 13:30:00","2018-11-03 14:00:00",9.644,76.44,NULL
"2018-11-03 14:00:00","2018-11-03 14:30:00",4.686,77,NULL
"2018-11-03 14:30:00","2018-11-03 15:00:00",9.917,57.28,NULL
"2018-11-03 15:00:00","2018-11-03 15:30:00",13.569,92.82,NULL
"2018-11-03 15:30:00","2018-11-03 16:00:00",14.687,138.52,NULL
"2018-11-03 16:00:00","2018-11-03 16:30:00",23.555,141.07,NULL
"2018-11-03 16:30:00","2018-11-03 17:00:00",39.413,88.5,NULL
"2018-11-03 17:00:00","2018-11-03 17:30:00",46.282,69.63,NULL
"2018-11-03 17:30:00","2018-11-03 18:00:00",49.23,129.75,NULL
"2018-11-03 18:00:00","2018-11-03 18:30:00",33.598,96.8,NULL
"2018-11-03 18:30:00","2018-11-03 19:00:00",22.463,87.13,NULL
"2018-11-03 19:00:00","2018-11-03 19:30:00",6.29,71.46,NULL
"2018-11-03 19:30:00","2018-11-03 20:00:00",-1.831,21.4,NULL
"2018-11-03 20:00:00","2018-11-03 20:30:00",3.289,29.56,NULL
"2018-11-03 20:30:00","2018-11-03 21:00:00",11.994,76.97,NULL
"2018-11-03 21:00:00","2018-11-03 21:30:00",10.343,78.34,NULL
"2018-11-03 21:30:00","2018-11-03 22:00:00",9.513,79.01,NULL
"2018-11-03 22:00:00","2018-11-03 22:30:00",21.496,157.82,NULL
"2018-11-03 22:30:00","2018-11-03 23:00:00",18.092,185.32,NULL
"2018-11-03 23:00:00","2018-11-03 23:30:00",26.042,120.44,NULL
"2018-11-03 23:30:00","2018-11-04 00:00:00",15.682,200.14,NULL
"2018-11-04 00:00:00","2018-11-04 00:30:00",5.547,74.08,NULL
"2018-11-04 00:30:00","2018-11-04 01:00:00",4.798,101.27,NULL
"2018-11-04 01:00:00","2018-11-04 01:30:00",2.814,103.07,NULL
"2018-11-04 01:30:00","2018-11-04 02:00:00",-18.124,13.14,NULL
"2018-11-04 02:00:00","2018-11-04 02:30:00",-17.237,1.91,NULL
"2018-11-04 02:30:00","2018-11-04 03:00:00",-16.708,4.3,NULL
"2018-11-04 03:00:00","2018-11-04 03:30:00",-19.242,0.83,NULL
"2018-11-04 03:30:00","2018-11-04 04:00:00",-23.369,0,NULL
"2018-11-04 04:00:00","2018-11-04 04:30:00",-24.86,0,NULL
"2018-11-04 04:30:00","2018-11-04 05:00:00",-16.33,0,NULL
"2018-11-04 05:00:00","2018-11-04 05:30:00",-0.401,7.12,NULL
"2018-11-04 05:30:00","2018-11-04 06:00:00",2.038,0,NULL
"2018-11-04 06:00:00","2018-11-04 06:30:00",4.452,0,NULL
"2018-11-04 06:30:00","2018-11-04 07:00:00",16.508,128.03,NULL
"2018-11-04 07:00:00","2018-11-04 07:30:00",27.945,145.48,NULL
"2018-11-04 07:30:00","2018-11-04 08:00:00",27.783,133.18,NULL
"2018-11-04 08:00:00","2018-11-04 08:30:00",14.311,123.04,NULL
"2018-11-04 08:30:00","2018-11-04 09:00:00",11.908,72.04,NULL
"2018-11-04 09:00:00","2018-11-04 09:30:00",10.635,58.15,NULL
"2018-11-04 09:30:00","2018-11-04 10:00:00",27.871,74.76,NULL
"2018-11-04 10:00:00","2018-11-04 10:30:00",19.207,104.34,NULL
"2018-11-04 10:30:00","2018-11-04 11:00:00",25.447,100.7,NULL
"2018-11-04 11:00:00","2018-11-04 11:30:00",5.965,31.88,NULL
"2018-11-04 11:30:00","2018-11-04 12:00:00",-13.827,42.36,NULL
"2018-11-04 12:00:00","2018-11-04 12:30:00",-13.049,46.61,NULL
"2018-11-04 12:30:00","2018-11-04 13:00:00",13.493,45.75,NULL
"2018-11-04 13:00:00","2018-11-04 13:30:00",12.869,55.49,NULL
"2018-11-04 13:30:00","2018-11-04 14:00:00",21.617,63.91,NULL
"2018-11-04 14:00:00","2018-11-04 14:30:00",2.446,38.49,NULL
"2018-11-04 14:30:00","2018-11-04 15:00:00",23.33,45.17,NULL
"2018-11-04 15:00:00","2018-11-04 15:30:00",37.722,44.46,NULL
"2018-11-04 15:30:00","2018-11-04 16:00:00",47.002,59.52,NULL
"2018-11-04 16:00:00","2018-11-04 16:30:00",60.992,46.11,NULL
"2018-11-04 16:30:00","2018-11-04 17:00:00",78.079,181.68,NULL
"2018-11-04 17:00:00","2018-11-04 17:30:00",88.647,138.94,NULL
"2018-11-04 17:30:00","2018-11-04 18:00:00",104.838,299.9,NULL
"2018-11-04 18:00:00","2018-11-04 18:30:00",108.182,381.71,NULL
"2018-11-04 18:30:00","2018-11-04 19:00:00",92.204,240.53,NULL
"2018-11-04 19:00:00","2018-11-04 19:30:00",87.664,132.36,NULL
"2018-11-04 19:30:00","2018-11-04 20:00:00",85.975,169.7,NULL
"2018-11-04 20:00:00","2018-11-04 20:30:00",88.197,140.87,NULL
"2018-11-04 20:30:00","2018-11-04 21:00:00",82.129,68.07,NULL
"2018-11-04 21:00:00","2018-11-04 21:30:00",72.283,113.45,NULL
"2018-11-04 21:30:00","2018-11-04 22:00:00",42.689,101.81,NULL
"2018-11-04 22:00:00","2018-11-04 22:30:00",49.567,139.57,NULL
"2018-11-04 22:30:00","2018-11-04 23:00:00",46.378,106.24,NULL
"2018-11-04 23:00:00","2018-11-04 23:30:00",34.615,103.7,NULL
"2018-11-04 23:30:00","2018-11-05 00:00:00",36.338,90.53,NULL
"2018-11-05 00:00:00","2018-11-05 00:30:00",40.526,58.91,NULL
"2018-11-05 00:30:00","2018-11-05 01:00:00",28.201,75.63,NULL
"2018-11-05 01:00:00","2018-11-05 01:30:00",32.484,73.17,NULL
"2018-11-05 01:30:00","2018-11-05 02:00:00",34.992,76.5,NULL
"2018-11-05 02:00:00","2018-11-05 02:30:00",34.005,50.58,NULL
"2018-11-05 02:30:00","2018-11-05 03:00:00",34.768,37,NULL
"2018-11-05 03:00:00","2018-11-05 03:30:00",31.824,52.85,NULL
"2018-11-05 03:30:00","2018-11-05 04:00:00",33.707,51.23,NULL
"2018-11-05 04:00:00","2018-11-05 04:30:00",35.177,51.23,NULL
"2018-11-05 04:30:00","2018-11-05 05:00:00",27.191,49.61,NULL
"2018-11-05 05:00:00","2018-11-05 05:30:00",17.913,37,NULL
"2018-11-05 05:30:00","2018-11-05 06:00:00",25.713,37,NULL
"2018-11-05 06:00:00","2018-11-05 06:30:00",20.081,79.54,NULL
"2018-11-05 06:30:00","2018-11-05 07:00:00",29.454,70.9,NULL
"2018-11-05 07:00:00","2018-11-05 07:30:00",34.904,41.7,NULL
"2018-11-05 07:30:00","2018-11-05 08:00:00",53.464,122.4,NULL
"2018-11-05 08:00:00","2018-11-05 08:30:00",52.081,50.2,NULL
"2018-11-05 08:30:00","2018-11-05 09:00:00",37.022,67.16,NULL
"2018-11-05 09:00:00","2018-11-05 09:30:00",43.421,164,NULL
"2018-11-05 09:30:00","2018-11-05 10:00:00",55.145,220.46,NULL
"2018-11-05 10:00:00","2018-11-05 10:30:00",51.629,94.56,NULL
"2018-11-05 10:30:00","2018-11-05 11:00:00",93.737,111.1,NULL
"2018-11-05 11:00:00","2018-11-05 11:30:00",93.581,313.14,NULL
"2018-11-05 11:30:00","2018-11-05 12:00:00",96.689,306.12,NULL
"2018-11-05 12:00:00","2018-11-05 12:30:00",99.348,350.13,NULL
"2018-11-05 12:30:00","2018-11-05 13:00:00",100.91,354.93,NULL
"2018-11-05 13:00:00","2018-11-05 13:30:00",103.235,320.52,NULL
"2018-11-05 13:30:00","2018-11-05 14:00:00",98.435,332.32,NULL
"2018-11-05 14:00:00","2018-11-05 14:30:00",94.604,492.55,NULL
"2018-11-05 14:30:00","2018-11-05 15:00:00",92.808,463.42,NULL
"2018-11-05 15:00:00","2018-11-05 15:30:00",88.484,484.31,NULL
"2018-11-05 15:30:00","2018-11-05 16:00:00",90.937,410.43,NULL
"2018-11-05 16:00:00","2018-11-05 16:30:00",98.179,480.87,NULL
"2018-11-05 16:30:00","2018-11-05 17:00:00",101.398,480.02,NULL
"2018-11-05 17:00:00","2018-11-05 17:30:00",109.367,407.89,NULL
"2018-11-05 17:30:00","2018-11-05 18:00:00",109.672,480.25,NULL
"2018-11-05 18:00:00","2018-11-05 18:30:00",86.867,436.11,NULL
"2018-11-05 18:30:00","2018-11-05 19:00:00",66.279,417.4,NULL
"2018-11-05 19:00:00","2018-11-05 19:30:00",55.632,360.73,NULL
"2018-11-05 19:30:00","2018-11-05 20:00:00",49.847,395.87,NULL
"2018-11-05 20:00:00","2018-11-05 20:30:00",26.922,73.91,NULL
"2018-11-05 20:30:00","2018-11-05 21:00:00",26.374,45.25,NULL
"2018-11-05 21:00:00","2018-11-05 21:30:00",18.363,43.46,NULL
"2018-11-05 21:30:00","2018-11-05 22:00:00",0.363,46.61,NULL
"2018-11-05 22:00:00","2018-11-05 22:30:00",-15.173,42.74,NULL
"2018-11-05 22:30:00","2018-11-05 23:00:00",-13.449,59.21,NULL
"2018-11-05 23:00:00","2018-11-05 23:30:00",1.806,55.19,NULL
"2018-11-05 23:30:00","2018-11-06 00:00:00",0.862,45.95,NULL
"2018-11-06 00:00:00","2018-11-06 00:30:00",-6.69,32.9,NULL
"2018-11-06 00:30:00","2018-11-06 01:00:00",-8.492,32.27,NULL
"2018-11-06 01:00:00","2018-11-06 01:30:00",-0.696,39.61,NULL
"2018-11-06 01:30:00","2018-11-06 02:00:00",6.293,30.92,NULL
"2018-11-06 02:00:00","2018-11-06 02:30:00",0.92,9.31,NULL
"2018-11-06 02:30:00","2018-11-06 03:00:00",-26.65,2.23,NULL
"2018-11-06 03:00:00","2018-11-06 03:30:00",-23.072,5.63,NULL
"2018-11-06 03:30:00","2018-11-06 04:00:00",-31.072,0,NULL
"2018-11-06 04:00:00","2018-11-06 04:30:00",-34.172,1,NULL
"2018-11-06 04:30:00","2018-11-06 05:00:00",-31.334,0.62,NULL
"2018-11-06 05:00:00","2018-11-06 05:30:00",-31.889,0,NULL
"2018-11-06 05:30:00","2018-11-06 06:00:00",-37.024,0,NULL
"2018-11-06 06:00:00","2018-11-06 06:30:00",-45.032,0,NULL
"2018-11-06 06:30:00","2018-11-06 07:00:00",-42.358,0,NULL
"2018-11-06 07:00:00","2018-11-06 07:30:00",-33.728,0.41,NULL
"2018-11-06 07:30:00","2018-11-06 08:00:00",-22.745,8.67,NULL
"2018-11-06 08:00:00","2018-11-06 08:30:00",-18.177,11.84,NULL
"2018-11-06 08:30:00","2018-11-06 09:00:00",-22.412,10.9,NULL
"2018-11-06 09:00:00","2018-11-06 09:30:00",-17.159,9.58,NULL
"2018-11-06 09:30:00","2018-11-06 10:00:00",-15.948,7.48,NULL
"2018-11-06 10:00:00","2018-11-06 10:30:00",-12.051,12.12,NULL
"2018-11-06 10:30:00","2018-11-06 11:00:00",-19.67,12.42,NULL
"2018-11-06 11:00:00","2018-11-06 11:30:00",-32.606,0.52,NULL
"2018-11-06 11:30:00","2018-11-06 12:00:00",-15.515,4.79,NULL
"2018-11-06 12:00:00","2018-11-06 12:30:00",-21.36,7.75,NULL
"2018-11-06 12:30:00","2018-11-06 13:00:00",-24.585,5.79,NULL
"2018-11-06 13:00:00","2018-11-06 13:30:00",-27.122,7.88,NULL
"2018-11-06 13:30:00","2018-11-06 14:00:00",-37.585,5.44,NULL
"2018-11-06 14:00:00","2018-11-06 14:30:00",-31.84,26.74,NULL
"2018-11-06 14:30:00","2018-11-06 15:00:00",-19.598,30.04,NULL
"2018-11-06 15:00:00","2018-11-06 15:30:00",-12.158,25.09,NULL
"2018-11-06 15:30:00","2018-11-06 16:00:00",-8.688,34.3,NULL
"2018-11-06 16:00:00","2018-11-06 16:30:00",-26.062,25.5,NULL
"2018-11-06 16:30:00","2018-11-06 17:00:00",4.832,59.65,NULL
"2018-11-06 17:00:00","2018-11-06 17:30:00",10.907,44.47,NULL
"2018-11-06 17:30:00","2018-11-06 18:00:00",14.58,64.33,NULL
"2018-11-06 18:00:00","2018-11-06 18:30:00",13.694,92.8,NULL
"2018-11-06 18:30:00","2018-11-06 19:00:00",6.373,19.26,NULL
"2018-11-06 19:00:00","2018-11-06 19:30:00",16.368,41.72,NULL
"2018-11-06 19:30:00","2018-11-06 20:00:00",13.83,35.02,NULL
"2018-11-06 20:00:00","2018-11-06 20:30:00",17.844,65.66,NULL
"2018-11-06 20:30:00","2018-11-06 21:00:00",7.468,29.45,NULL
"2018-11-06 21:00:00","2018-11-06 21:30:00",4.362,46.32,NULL
"2018-11-06 21:30:00","2018-11-06 22:00:00",-8.126,37.94,NULL
"2018-11-06 22:00:00","2018-11-06 22:30:00",-12.2,40.99,NULL
"2018-11-06 22:30:00","2018-11-06 23:00:00",-0.952,73.67,NULL
"2018-11-06 23:00:00","2018-11-06 23:30:00",35.857,65.32,NULL
"2018-11-06 23:30:00","2018-11-07 00:00:00",36.22,64.79,NULL
"2018-11-07 00:00:00","2018-11-07 00:30:00",17.863,48.09,NULL
"2018-11-07 00:30:00","2018-11-07 01:00:00",18.943,37.72,NULL
"2018-11-07 01:00:00","2018-11-07 01:30:00",26.268,38.45,NULL
"2018-11-07 01:30:00","2018-11-07 02:00:00",16.562,38.4,NULL
"2018-11-07 02:00:00","2018-11-07 02:30:00",16.98,37,NULL
"2018-11-07 02:30:00","2018-11-07 03:00:00",9.699,34.96,NULL
"2018-11-07 03:00:00","2018-11-07 03:30:00",12.741,22,NULL
"2018-11-07 03:30:00","2018-11-07 04:00:00",7.035,27.02,NULL
"2018-11-07 04:00:00","2018-11-07 04:30:00",12.687,41.81,NULL
"2018-11-07 04:30:00","2018-11-07 05:00:00",8.032,70.31,NULL
"2018-11-07 05:00:00","2018-11-07 05:30:00",3.491,29.93,NULL
"2018-11-07 05:30:00","2018-11-07 06:00:00",16.126,48.91,NULL
"2018-11-07 06:00:00","2018-11-07 06:30:00",16.811,100.41,NULL
"2018-11-07 06:30:00","2018-11-07 07:00:00",6.562,45.08,NULL
"2018-11-07 07:00:00","2018-11-07 07:30:00",-1.446,27.07,NULL
"2018-11-07 07:30:00","2018-11-07 08:00:00",-12.762,31.36,NULL
"2018-11-07 08:00:00","2018-11-07 08:30:00",-22.635,32.71,NULL
"2018-11-07 08:30:00","2018-11-07 09:00:00",-29.414,29.56,NULL
