,Original,Forecast
2020-01-01 00:00:00,49.0,45.59114861286204
2020-01-01 01:00:00,51.24,44.226865937858975
2020-01-01 02:00:00,48.55,40.03386490251734
2020-01-01 03:00:00,36.909,34.650063419272215
2020-01-01 04:00:00,32.77,30.537327347767594
2020-01-01 05:00:00,31.69,29.883968373739908
2020-01-01 06:00:00,31.63,30.17167669140162
2020-01-01 07:00:00,31.545,34.0149925471365
2020-01-01 08:00:00,32.361999999999995,33.590665817777406
2020-01-01 09:00:00,33.616,33.23502224388782
2020-01-01 10:00:00,39.184,34.76527948900258
2020-01-01 11:00:00,45.675,38.77323943028027
2020-01-01 12:00:00,52.6,42.58986535901677
2020-01-01 13:00:00,49.0,46.805793178537165
2020-01-01 14:00:00,48.07899999999999,47.42030590072282
2020-01-01 15:00:00,47.706,42.6621309659397
2020-01-01 16:00:00,43.21,40.04246966600901
2020-01-01 17:00:00,53.95,49.12088926094408
2020-01-01 18:00:00,58.09,60.32170139783925
2020-01-01 19:00:00,46.17,44.95309190422192
2020-01-01 20:00:00,35.27,32.59800772684163
2020-01-01 21:00:00,32.77,27.873772724267244
2020-01-01 22:00:00,27.08,25.16223706825925
2020-01-01 23:00:00,14.0,17.14882993863859
2020-01-02 00:00:00,9.6,17.78485252444576
2020-01-02 01:00:00,-1.0,13.054460890575843
2020-01-02 02:00:00,-4.39,6.524157686349021
2020-01-02 03:00:00,-4.48,0.17531296215881298
2020-01-02 04:00:00,-4.48,-1.2303863092911094
2020-01-02 05:00:00,-5.2,-1.7683953790236764
2020-01-02 06:00:00,-5.0,-1.749242394523037
2020-01-02 07:00:00,-4.39,2.2408611293909004
2020-01-02 08:00:00,15.0,10.4565768818708
2020-01-02 09:00:00,30.0,18.793542000101972
2020-01-02 10:00:00,42.428000000000004,29.64084378616097
2020-01-02 11:00:00,44.0,35.91780361722929
2020-01-02 12:00:00,35.0,38.830344088727216
2020-01-02 13:00:00,34.13,37.656770906016156
2020-01-02 14:00:00,34.0,36.08448692682071
2020-01-02 15:00:00,34.0,34.78740353878301
2020-01-02 16:00:00,39.0,34.09392345110494
2020-01-02 17:00:00,47.271,47.91495920416156
2020-01-02 18:00:00,56.821000000000005,59.38857338290942
2020-01-02 19:00:00,49.516999999999996,51.414262651021744
2020-01-02 20:00:00,46.928000000000004,44.60672901184958
2020-01-02 21:00:00,39.614000000000004,44.234662471823796
2020-01-02 22:00:00,34.621,41.94464819302942
2020-01-02 23:00:00,33.406,29.649630286420255
2020-01-03 00:00:00,30.52,19.165597330737636
2020-01-03 01:00:00,28.633000000000003,15.512241681799669
2020-01-03 02:00:00,27.033,13.42246325067557
2020-01-03 03:00:00,26.171999999999997,14.740237989441738
2020-01-03 04:00:00,23.651,16.698726061009165
2020-01-03 05:00:00,26.75,19.679876913967234
2020-01-03 06:00:00,30.52,21.812259131093054
2020-01-03 07:00:00,43.166000000000004,26.629285281851132
2020-01-03 08:00:00,43.74,37.93055950709265
2020-01-03 09:00:00,48.312,46.38732179766769
2020-01-03 10:00:00,53.203,55.93712655607085
2020-01-03 11:00:00,53.18,62.25922916650417
2020-01-03 12:00:00,48.57,57.592632381021254
2020-01-03 13:00:00,42.938,55.834901608339464
2020-01-03 14:00:00,42.225,53.31697960797357
2020-01-03 15:00:00,40.541,50.7972973156721
2020-01-03 16:00:00,41.083999999999996,52.19741027679148
2020-01-03 17:00:00,50.098,64.13953887573543
2020-01-03 18:00:00,58.284,75.9308219234795
2020-01-03 19:00:00,48.57,65.83918267885124
2020-01-03 20:00:00,46.961000000000006,57.33582558742499
2020-01-03 21:00:00,42.68,50.05071774388275
2020-01-03 22:00:00,41.07,45.30930854131295
2020-01-03 23:00:00,37.809,37.712812175694054
2020-01-04 00:00:00,34.830999999999996,39.03290538293551
2020-01-04 01:00:00,30.0,35.62748480647041
2020-01-04 02:00:00,28.069000000000003,30.41243824901497
2020-01-04 03:00:00,26.75,26.18912882417847
2020-01-04 04:00:00,25.031999999999996,22.495631119294707
2020-01-04 05:00:00,24.682,21.64874071642964
2020-01-04 06:00:00,24.598000000000003,22.869300538835468
2020-01-04 07:00:00,26.75,28.23180048877859
2020-01-04 08:00:00,29.694000000000003,29.755908518115422
2020-01-04 09:00:00,35.779,33.997248897828484
2020-01-04 10:00:00,40.0,41.18250540775996
2020-01-04 11:00:00,43.361999999999995,47.20642672440017
2020-01-04 12:00:00,43.99,46.65497566873804
2020-01-04 13:00:00,43.99,44.932052502976596
2020-01-04 14:00:00,46.17,43.197819134503334
2020-01-04 15:00:00,45.0,41.803989179010586
2020-01-04 16:00:00,38.96,42.47470320973569
2020-01-04 17:00:00,55.748999999999995,54.05648731428782
2020-01-04 18:00:00,70.88,65.44852188668682
2020-01-04 19:00:00,60.758,52.962458235448736
2020-01-04 20:00:00,48.8,44.37340133443911
2020-01-04 21:00:00,41.0,38.004124119965326
2020-01-04 22:00:00,39.066,33.173841721638425
