,Original,Forecast
2020-01-01 00:00:00,46.451,45.67078399658203
2020-01-01 01:00:00,42.033,42.0504150390625
2020-01-01 02:00:00,41.583,38.60216522216797
2020-01-01 03:00:00,35.51,36.56520080566406
2020-01-01 04:00:00,33.509,34.458648681640625
2020-01-01 05:00:00,33.083,33.29748916625977
2020-01-01 06:00:00,34.857,33.624862670898445
2020-01-01 07:00:00,41.105,39.20174026489258
2020-01-01 08:00:00,39.175,41.35191345214844
2020-01-01 09:00:00,42.113,44.89292907714844
2020-01-01 10:00:00,47.391000000000005,44.84192276000977
2020-01-01 11:00:00,50.324,48.87381362915039
2020-01-01 12:00:00,52.783,49.24887084960938
2020-01-01 13:00:00,55.181999999999995,54.32308197021485
2020-01-01 14:00:00,53.25,57.71783828735352
2020-01-01 15:00:00,45.0,58.45710754394531
2020-01-01 16:00:00,45.73,60.83159637451172
2020-01-01 17:00:00,65.56,77.0179672241211
2020-01-01 18:00:00,86.61,97.3497543334961
2020-01-01 19:00:00,68.0,84.79104614257812
2020-01-01 20:00:00,50.0,70.7320556640625
2020-01-01 21:00:00,46.0,61.24940872192383
2020-01-01 22:00:00,42.36600000000001,54.30032348632813
2020-01-01 23:00:00,40.241,47.06132888793945
2020-01-02 00:00:00,49.0,43.95083236694336
2020-01-02 01:00:00,51.24,42.63385772705078
2020-01-02 02:00:00,48.55,43.65360641479492
2020-01-02 03:00:00,36.909,39.60006713867188
2020-01-02 04:00:00,32.77,37.677528381347656
2020-01-02 05:00:00,31.69,37.10429382324219
2020-01-02 06:00:00,31.63,37.81526184082031
2020-01-02 07:00:00,31.545,42.72026062011719
2020-01-02 08:00:00,32.361999999999995,41.10948944091797
2020-01-02 09:00:00,33.616,40.89569854736328
2020-01-02 10:00:00,39.184,41.640323638916016
2020-01-02 11:00:00,45.675,43.412052154541016
2020-01-02 12:00:00,52.6,44.02070617675781
2020-01-02 13:00:00,49.0,45.61040496826172
2020-01-02 14:00:00,48.07899999999999,44.5217170715332
2020-01-02 15:00:00,47.706,42.31511306762695
2020-01-02 16:00:00,43.21,41.382728576660156
2020-01-02 17:00:00,53.95,53.94166564941406
2020-01-02 18:00:00,58.09,62.06857299804688
2020-01-02 19:00:00,46.17,47.958580017089844
2020-01-02 20:00:00,35.27,39.84036254882813
2020-01-02 21:00:00,32.77,36.412147521972656
2020-01-02 22:00:00,27.08,32.591068267822266
2020-01-02 23:00:00,14.0,21.199295043945312
2020-01-03 00:00:00,9.6,18.184925079345703
2020-01-03 01:00:00,-1.0,9.07223415374756
2020-01-03 02:00:00,-4.39,2.6550157070159908
2020-01-03 03:00:00,-4.48,-0.28667259216308594
2020-01-03 04:00:00,-4.48,-1.0147539377212524
2020-01-03 05:00:00,-5.2,-2.2313883304595947
2020-01-03 06:00:00,-5.0,-3.1482574939727783
2020-01-03 07:00:00,-4.39,-3.403512716293335
2020-01-03 08:00:00,15.0,0.7500519156455994
2020-01-03 09:00:00,30.0,11.473267555236815
2020-01-03 10:00:00,42.428000000000004,21.80580711364746
2020-01-03 11:00:00,44.0,33.71646881103516
2020-01-03 12:00:00,35.0,38.32984161376953
2020-01-03 13:00:00,34.13,37.83084106445313
2020-01-03 14:00:00,34.0,36.22329330444336
2020-01-03 15:00:00,34.0,34.587718963623054
2020-01-03 16:00:00,39.0,34.08888626098633
2020-01-03 17:00:00,47.271,46.24040603637695
2020-01-03 18:00:00,56.821000000000005,55.599876403808594
2020-01-03 19:00:00,49.516999999999996,48.36204147338867
2020-01-03 20:00:00,46.928000000000004,42.517879486083984
2020-01-03 21:00:00,39.614000000000004,41.25687026977539
2020-01-03 22:00:00,34.621,40.707313537597656
2020-01-03 23:00:00,33.406,34.986270904541016
2020-01-04 00:00:00,30.52,31.462438583374023
2020-01-04 01:00:00,28.633000000000003,29.950477600097656
2020-01-04 02:00:00,27.033,30.174036026000977
2020-01-04 03:00:00,26.171999999999997,29.280935287475586
2020-01-04 04:00:00,23.651,29.73239326477051
2020-01-04 05:00:00,26.75,30.86520767211914
2020-01-04 06:00:00,30.52,32.008663177490234
2020-01-04 07:00:00,43.166000000000004,35.53507614135742
2020-01-04 08:00:00,43.74,40.170204162597656
2020-01-04 09:00:00,48.312,48.18127059936523
2020-01-04 10:00:00,53.203,55.47344207763672
2020-01-04 11:00:00,53.18,57.2657356262207
2020-01-04 12:00:00,48.57,54.501014709472656
2020-01-04 13:00:00,42.938,52.65816879272461
2020-01-04 14:00:00,42.225,50.24663925170898
2020-01-04 15:00:00,40.541,48.10914993286133
2020-01-04 16:00:00,41.083999999999996,48.42906951904297
2020-01-04 17:00:00,50.098,61.42527389526367
